Student_ID,Age,Prior_Knowledge,Current_Mastery,Quiz_Score,Assignment_Score,Study_Time_Hours,Difficulty_Preference,Learning_Speed,Interest_Level,Concept_Completed,Concept_Current,Concept_Next,Mastery_Growth,Completion_Time,Learning_Objective
S00206,28,0.395,0.369,42.3,21.0,3.5,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.378,11.1,Deep Learning
S00207,27,0.712,0.511,41.1,43.7,11.0,Easy,Average,2,Recursion,Algorithms,Complexity Analysis,0.462,10.1,Deep Learning
S00208,23,0.595,0.527,50.3,57.1,5.4,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.408,11.9,Deep Learning
S00209,20,0.301,0.718,72.4,56.8,14.5,Medium,Average,3,File I/O,Error Handling,OOP,0.623,8.6,Deep Learning
S00210,20,0.163,0.421,49.8,48.8,5.3,Easy,Fast,3,Strings,Lists & Collections,Dictionaries,0.475,3.6,Deep Learning
S00211,30,0.203,0.434,33.6,52.1,9.5,Medium,Fast,5,Dictionaries,File I/O,Error Handling,0.595,6.4,Deep Learning
S00212,20,0.691,0.31,30.7,28.2,2.9,Easy,Fast,3,Strings,Lists & Collections,Dictionaries,0.319,8.0,Deep Learning
S00213,22,0.706,0.649,74.1,58.3,14.0,Medium,Average,5,Recursion,Algorithms,Complexity Analysis,0.77,6.7,Deep Learning
S00214,30,0.339,0.438,40.7,45.1,5.1,Easy,Fast,3,Conditionals,Loops,Functions,0.451,8.5,Deep Learning
S00215,29,0.476,0.562,63.8,63.9,12.0,Medium,Fast,3,Data Structures,Recursion,Algorithms,0.6,6.1,Deep Learning
S00216,30,0.568,0.608,59.0,61.0,12.6,Medium,Fast,3,File I/O,Error Handling,OOP,0.656,2.7,Deep Learning
S00217,21,0.432,0.25,23.4,27.3,3.0,Medium,Slow,1,Lists & Collections,Dictionaries,File I/O,0.328,17.0,Deep Learning
S00218,18,0.292,0.358,37.0,35.3,5.7,Easy,Slow,5,Functions,Strings,Lists & Collections,0.381,12.2,Deep Learning
S00219,18,0.467,0.537,49.5,59.3,9.2,Easy,Fast,1,File I/O,Error Handling,OOP,0.429,5.6,Deep Learning
S00220,22,0.219,0.403,32.8,24.8,7.1,Medium,Fast,4,Functions,Strings,Lists & Collections,0.445,3.9,Deep Learning
S00221,27,0.532,0.36,40.9,51.0,5.1,Medium,Average,2,Error Handling,OOP,Data Structures,0.432,10.0,Deep Learning
S00222,16,0.079,0.408,40.0,50.4,7.8,Hard,Average,4,Conditionals,Loops,Functions,0.364,12.9,Deep Learning
S00223,26,0.238,0.396,53.1,57.5,5.8,Medium,Slow,1,Functions,Strings,Lists & Collections,0.373,12.0,Deep Learning
S00224,21,0.635,0.554,65.6,47.8,4.9,Medium,Slow,3,Error Handling,OOP,Data Structures,0.439,12.6,Deep Learning
S00225,22,0.749,0.489,38.1,46.2,2.2,Hard,Slow,2,OOP,Data Structures,Recursion,0.366,19.5,Deep Learning
S00226,16,0.527,0.53,60.6,59.6,7.6,Easy,Fast,5,OOP,Data Structures,Recursion,0.443,8.6,Deep Learning
S00227,22,0.195,0.639,73.2,69.7,18.4,Medium,Slow,1,Dictionaries,File I/O,Error Handling,0.723,10.7,Deep Learning
S00228,33,0.283,0.488,51.3,46.1,10.6,Easy,Fast,4,Error Handling,OOP,Data Structures,0.582,5.9,Deep Learning
S00229,24,0.494,0.412,52.1,39.5,1.7,Easy,Average,2,Strings,Lists & Collections,Dictionaries,0.363,9.2,Deep Learning
S00230,26,0.179,0.326,28.1,47.1,3.8,Medium,Fast,2,Conditionals,Loops,Functions,0.391,4.7,Deep Learning
S00231,27,0.157,0.644,65.2,53.1,13.8,Easy,Slow,1,Functions,Strings,Lists & Collections,0.626,11.1,Deep Learning
S00232,34,0.439,0.551,41.8,58.2,12.2,Easy,Average,5,Lists & Collections,Dictionaries,File I/O,0.641,8.9,Deep Learning
S00233,16,0.486,0.483,57.7,64.5,9.3,Medium,Slow,1,OOP,Data Structures,Recursion,0.499,15.3,Deep Learning
S00234,38,0.629,0.729,61.3,86.1,14.1,Hard,Average,2,Algorithms,Complexity Analysis,NumPy,0.709,9.1,Deep Learning
S00235,27,0.303,0.485,50.8,42.9,8.2,Medium,Average,3,Loops,Functions,Strings,0.45,9.3,Deep Learning
S00236,23,0.805,0.655,56.5,63.1,11.5,Hard,Average,1,Recursion,Algorithms,Complexity Analysis,0.632,10.2,Deep Learning
S00237,16,0.124,0.556,57.4,63.2,6.1,Medium,Slow,4,Data Types,Operators,Conditionals,0.425,9.1,Deep Learning
S00238,26,0.49,0.378,37.9,27.9,7.5,Easy,Slow,5,Dictionaries,File I/O,Error Handling,0.406,14.8,Deep Learning
S00239,26,0.805,0.867,87.6,82.7,24.3,Easy,Fast,5,Statistics,ML Basics,Neural Networks,0.842,7.2,Deep Learning
S00240,16,0.292,0.356,34.4,26.0,7.0,Easy,Fast,3,File I/O,Error Handling,OOP,0.365,7.6,Deep Learning
S00241,18,0.196,0.41,41.6,34.0,6.5,Medium,Average,3,Conditionals,Loops,Functions,0.401,9.4,Deep Learning
S00242,26,0.459,0.7,72.0,72.2,13.8,Easy,Average,4,Complexity Analysis,NumPy,Pandas,0.619,9.3,Deep Learning
S00243,41,0.38,0.75,94.6,71.7,19.5,Easy,Average,5,Data Structures,Recursion,Algorithms,0.704,10.6,Deep Learning
S00244,19,0.693,0.692,60.3,72.7,12.4,Medium,Average,5,File I/O,Error Handling,OOP,0.613,7.6,Deep Learning
S00245,28,0.449,0.617,65.5,71.5,13.7,Medium,Average,3,OOP,Data Structures,Recursion,0.614,8.7,Deep Learning
S00246,26,0.321,0.397,52.2,35.3,3.4,Easy,Fast,1,Conditionals,Loops,Functions,0.3,8.9,Deep Learning
S00247,21,0.537,0.495,56.4,25.9,3.1,Easy,Slow,5,Strings,Lists & Collections,Dictionaries,0.372,12.2,Deep Learning
S00248,23,0.505,0.492,60.1,46.5,6.2,Medium,Fast,4,Error Handling,OOP,Data Structures,0.539,8.1,Deep Learning
S00249,23,0.383,0.371,47.1,39.7,8.8,Easy,Fast,1,OOP,Data Structures,Recursion,0.396,8.8,Deep Learning
S00250,22,0.366,0.776,71.9,82.9,22.8,Easy,Average,2,Recursion,Algorithms,Complexity Analysis,0.776,6.6,Deep Learning
S00251,21,0.599,0.419,34.2,45.6,5.5,Hard,Fast,4,Functions,Strings,Lists & Collections,0.425,6.1,Deep Learning
S00252,27,0.465,0.323,34.3,27.9,2.4,Easy,Average,4,Conditionals,Loops,Functions,0.44,8.3,Deep Learning
S00253,31,0.389,0.539,42.7,41.6,6.1,Medium,Slow,1,Conditionals,Loops,Functions,0.471,9.6,Deep Learning
S00254,25,0.752,0.342,43.7,56.0,1.7,Easy,Slow,2,Error Handling,OOP,Data Structures,0.217,17.1,Deep Learning
S00255,16,0.441,0.613,66.9,48.6,9.8,Easy,Average,2,Lists & Collections,Dictionaries,File I/O,0.415,9.2,Deep Learning
S00256,17,0.368,0.553,53.2,47.7,8.7,Hard,Average,3,Strings,Lists & Collections,Dictionaries,0.448,9.6,Deep Learning
S00257,23,0.608,0.307,25.4,39.5,4.2,Easy,Slow,2,Lists & Collections,Dictionaries,File I/O,0.284,15.9,Deep Learning
S00258,31,0.671,0.36,37.6,38.1,3.9,Medium,Slow,2,File I/O,Error Handling,OOP,0.456,12.7,Deep Learning
S00259,25,0.34,0.401,43.2,50.9,9.4,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.467,10.1,Deep Learning
S00260,17,0.257,0.656,67.5,85.8,14.5,Hard,Slow,1,Lists & Collections,Dictionaries,File I/O,0.672,10.5,Deep Learning
S00261,22,0.317,0.608,58.6,60.9,9.0,Medium,Fast,3,Strings,Lists & Collections,Dictionaries,0.527,5.5,Deep Learning
S00262,16,0.208,0.598,63.9,53.3,11.5,Medium,Fast,3,Loops,Functions,Strings,0.601,7.9,Deep Learning
S00263,23,0.246,0.447,45.1,52.7,7.3,Medium,Fast,4,Functions,Strings,Lists & Collections,0.487,5.8,Deep Learning
S00264,20,0.367,0.496,50.8,53.3,11.2,Hard,Slow,2,Dictionaries,File I/O,Error Handling,0.485,13.2,Deep Learning
S00265,23,0.051,0.554,63.2,63.2,18.2,Medium,Fast,2,Error Handling,OOP,Data Structures,0.804,4.3,Deep Learning
S00266,30,0.692,0.691,56.7,74.0,12.4,Easy,Slow,2,Recursion,Algorithms,Complexity Analysis,0.541,15.8,Deep Learning
S00267,22,0.612,0.552,59.1,49.4,5.7,Easy,Average,1,Error Handling,OOP,Data Structures,0.364,9.8,Deep Learning
S00268,20,0.682,0.497,56.8,47.0,4.5,Hard,Average,4,Lists & Collections,Dictionaries,File I/O,0.364,9.5,Deep Learning
S00269,30,0.252,0.672,69.2,63.8,4.6,Medium,Slow,3,Conditionals,Loops,Functions,0.457,8.0,Deep Learning
S00270,24,0.89,0.849,94.3,94.4,18.6,Easy,Slow,1,ML Basics,Neural Networks,Deep Learning,0.646,14.1,Deep Learning
S00271,16,0.515,0.402,35.0,30.6,2.8,Medium,Average,3,Dictionaries,File I/O,Error Handling,0.339,12.0,Deep Learning
S00272,26,0.03,0.275,22.4,46.6,2.1,Easy,Fast,5,None,Python Basics,Variables,0.434,5.3,Deep Learning
S00273,27,0.309,0.514,61.1,49.1,1.6,Medium,Average,5,Loops,Functions,Strings,0.347,10.2,Deep Learning
S00274,30,0.283,0.441,56.1,40.6,6.8,Easy,Average,3,Dictionaries,File I/O,Error Handling,0.5,10.1,Deep Learning
S00275,43,0.139,0.728,81.4,78.2,24.0,Hard,Slow,4,Algorithms,Complexity Analysis,NumPy,1.0,10.5,Deep Learning
S00276,23,0.636,0.426,52.9,40.2,4.1,Hard,Average,5,Error Handling,OOP,Data Structures,0.366,11.7,Deep Learning
S00277,16,0.54,0.884,83.7,84.1,19.1,Medium,Fast,5,Pandas,Data Visualization,Statistics,0.864,5.2,Deep Learning
S00278,30,0.533,0.803,73.6,93.0,22.8,Hard,Slow,4,Complexity Analysis,NumPy,Pandas,0.797,11.0,Deep Learning
S00279,21,0.417,0.522,55.4,49.9,6.8,Medium,Average,3,Functions,Strings,Lists & Collections,0.418,10.6,Deep Learning
S00280,22,0.412,0.343,36.5,34.6,7.5,Easy,Average,3,Conditionals,Loops,Functions,0.499,7.7,Deep Learning
S00281,23,0.46,0.769,84.2,81.1,30.0,Medium,Slow,3,NumPy,Pandas,Data Visualization,1.0,5.7,Deep Learning
S00282,35,0.105,0.151,23.0,14.4,3.7,Easy,Fast,1,Loops,Functions,Strings,0.308,5.7,Deep Learning
S00283,26,0.183,0.481,45.6,44.1,6.4,Easy,Average,2,Strings,Lists & Collections,Dictionaries,0.537,7.6,Deep Learning
S00284,26,0.732,0.56,48.1,72.0,10.2,Medium,Slow,1,Recursion,Algorithms,Complexity Analysis,0.548,11.8,Deep Learning
S00285,16,0.592,0.638,52.4,78.2,9.3,Easy,Slow,4,Error Handling,OOP,Data Structures,0.529,14.6,Deep Learning
S00286,17,0.192,0.332,44.0,32.5,5.2,Medium,Slow,3,Conditionals,Loops,Functions,0.468,9.8,Deep Learning
S00287,25,0.217,0.545,64.0,64.9,12.3,Medium,Slow,4,Lists & Collections,Dictionaries,File I/O,0.713,8.4,Deep Learning
S00288,19,0.187,0.447,58.0,52.3,6.5,Medium,Slow,1,Functions,Strings,Lists & Collections,0.371,13.2,Deep Learning
S00289,16,0.602,0.441,38.7,41.8,3.2,Easy,Average,2,Dictionaries,File I/O,Error Handling,0.219,14.2,Deep Learning
S00290,27,0.765,0.662,70.0,66.1,8.7,Medium,Slow,1,Data Structures,Recursion,Algorithms,0.443,20.6,Deep Learning
S00291,19,0.235,0.4,39.7,43.9,4.3,Medium,Fast,4,Loops,Functions,Strings,0.415,5.8,Deep Learning
S00292,20,0.591,0.746,71.3,55.3,21.8,Easy,Average,5,NumPy,Pandas,Data Visualization,0.932,5.6,Deep Learning
S00293,16,0.455,0.788,87.7,72.1,20.1,Medium,Average,5,Complexity Analysis,NumPy,Pandas,0.937,7.7,Deep Learning
S00294,28,0.672,0.728,64.5,70.7,12.6,Easy,Slow,2,Algorithms,Complexity Analysis,NumPy,0.517,14.5,Deep Learning
S00295,32,0.316,0.516,53.6,35.0,7.4,Easy,Slow,3,File I/O,Error Handling,OOP,0.39,15.7,Deep Learning
S00296,24,0.285,0.438,49.4,32.5,4.3,Medium,Slow,5,Loops,Functions,Strings,0.459,9.7,Deep Learning
S00297,25,0.327,0.594,61.6,63.4,8.5,Hard,Fast,5,Dictionaries,File I/O,Error Handling,0.573,6.6,Deep Learning
S00298,18,0.405,0.509,47.7,58.5,16.9,Medium,Fast,1,Data Structures,Recursion,Algorithms,0.784,6.4,Deep Learning
S00299,22,0.573,0.679,69.2,58.4,16.0,Medium,Average,2,Algorithms,Complexity Analysis,NumPy,0.767,7.0,Deep Learning
S00300,21,0.469,0.476,39.8,47.2,4.8,Easy,Fast,1,Dictionaries,File I/O,Error Handling,0.315,9.5,Deep Learning
S00301,35,0.347,0.301,8.1,20.7,3.1,Hard,Slow,5,Loops,Functions,Strings,0.273,12.8,Deep Learning
S00302,33,0.274,0.308,37.8,34.7,3.8,Medium,Slow,1,Loops,Functions,Strings,0.289,13.6,Deep Learning
S00303,23,0.305,0.447,50.3,61.4,1.6,Medium,Average,4,Functions,Strings,Lists & Collections,0.283,5.8,Deep Learning
S00304,21,0.443,0.489,44.5,43.3,9.8,Easy,Average,5,OOP,Data Structures,Recursion,0.463,10.8,Deep Learning
S00305,16,0.175,0.472,54.8,47.3,9.2,Medium,Average,2,Loops,Functions,Strings,0.538,6.3,Deep Learning
S00306,16,0.354,0.493,43.1,44.1,5.7,Medium,Fast,5,Dictionaries,File I/O,Error Handling,0.583,7.3,Deep Learning
S00307,21,0.901,0.626,60.3,61.2,7.2,Easy,Average,2,Algorithms,Complexity Analysis,NumPy,0.329,17.3,Deep Learning
S00308,16,0.434,0.609,59.5,63.1,12.9,Easy,Slow,2,Error Handling,OOP,Data Structures,0.614,9.8,Deep Learning
S00309,17,0.082,0.28,29.3,53.8,2.1,Medium,Average,2,Python Basics,Variables,Data Types,0.234,10.0,Deep Learning
S00310,31,0.313,0.738,72.1,80.2,20.1,Hard,Slow,3,Algorithms,Complexity Analysis,NumPy,0.831,9.6,Deep Learning
S00311,23,0.247,0.558,43.7,27.8,9.3,Medium,Average,2,Conditionals,Loops,Functions,0.539,6.9,Deep Learning
S00312,30,0.152,0.453,42.1,33.3,5.4,Easy,Slow,5,Functions,Strings,Lists & Collections,0.581,8.5,Deep Learning
S00313,20,0.432,0.424,39.1,36.3,7.3,Medium,Average,5,Functions,Strings,Lists & Collections,0.589,5.8,Deep Learning
S00314,28,0.296,0.258,20.7,7.7,1.2,Easy,Fast,4,Data Types,Operators,Conditionals,0.281,6.7,Deep Learning
S00315,26,0.69,0.551,53.7,73.4,7.2,Easy,Slow,4,Error Handling,OOP,Data Structures,0.37,14.9,Deep Learning
S00316,31,0.175,0.359,29.6,32.9,1.7,Easy,Average,4,Variables,Data Types,Operators,0.455,5.8,Deep Learning
S00317,16,0.624,0.524,48.0,49.9,5.3,Medium,Average,2,Error Handling,OOP,Data Structures,0.436,9.5,Deep Learning
S00318,25,0.479,0.47,55.8,49.8,2.0,Easy,Slow,2,Functions,Strings,Lists & Collections,0.283,10.4,Deep Learning
S00319,24,0.179,0.596,52.0,70.4,12.6,Easy,Slow,5,Conditionals,Loops,Functions,0.705,5.8,Deep Learning
S00320,23,0.489,0.495,59.9,59.0,8.5,Hard,Slow,5,OOP,Data Structures,Recursion,0.612,12.7,Deep Learning
S00321,34,0.589,0.394,38.2,56.4,1.6,Easy,Slow,5,Loops,Functions,Strings,0.437,11.6,Deep Learning
S00322,23,0.663,0.526,46.3,46.6,1.3,Medium,Slow,2,Strings,Lists & Collections,Dictionaries,0.293,13.7,Deep Learning
S00323,21,0.319,0.297,25.3,31.0,5.8,Medium,Average,3,OOP,Data Structures,Recursion,0.45,13.7,Deep Learning
S00324,19,0.776,0.488,37.8,48.2,2.0,Easy,Average,2,OOP,Data Structures,Recursion,0.161,17.2,Deep Learning
S00325,26,0.456,0.324,20.9,36.3,3.6,Medium,Average,4,Operators,Conditionals,Loops,0.339,9.4,Deep Learning
S00326,28,0.073,0.282,35.9,24.6,5.4,Hard,Average,3,Operators,Conditionals,Loops,0.263,9.3,Deep Learning
S00327,16,0.263,0.677,62.3,52.8,15.8,Easy,Slow,3,Error Handling,OOP,Data Structures,0.633,11.4,Deep Learning
S00328,19,0.82,0.679,75.6,61.3,13.6,Medium,Fast,2,Statistics,ML Basics,Neural Networks,0.566,8.7,Deep Learning
S00329,22,0.308,0.634,58.6,74.3,12.8,Easy,Average,3,File I/O,Error Handling,OOP,0.575,8.5,Deep Learning
S00330,35,0.328,0.516,50.0,58.0,7.9,Easy,Average,5,Loops,Functions,Strings,0.622,5.0,Deep Learning
S00331,19,0.115,0.267,19.6,18.8,2.3,Easy,Slow,1,Python Basics,Variables,Data Types,0.37,10.3,Deep Learning
S00332,23,0.28,0.509,62.4,56.2,6.1,Medium,Average,1,Functions,Strings,Lists & Collections,0.422,7.7,Deep Learning
S00333,19,0.736,0.597,53.1,59.8,7.0,Easy,Fast,1,Complexity Analysis,NumPy,Pandas,0.377,5.5,Deep Learning
S00334,20,0.269,0.411,41.9,55.4,10.3,Medium,Slow,3,Strings,Lists & Collections,Dictionaries,0.52,10.0,Deep Learning
S00335,16,0.635,0.662,55.9,80.8,11.7,Medium,Fast,2,Lists & Collections,Dictionaries,File I/O,0.615,4.4,Deep Learning
S00336,19,0.046,0.488,63.6,61.3,12.2,Medium,Fast,2,Conditionals,Loops,Functions,0.501,4.1,Deep Learning
S00337,19,0.123,0.457,49.3,48.7,8.8,Easy,Average,2,Conditionals,Loops,Functions,0.539,9.2,Deep Learning
S00338,29,0.494,0.522,41.9,43.2,8.9,Hard,Average,4,Dictionaries,File I/O,Error Handling,0.489,7.4,Deep Learning
S00339,26,0.583,0.36,45.5,39.5,4.2,Hard,Average,5,Loops,Functions,Strings,0.38,9.0,Deep Learning
S00340,24,0.379,0.304,32.7,23.8,1.7,Medium,Fast,2,Loops,Functions,Strings,0.265,8.2,Deep Learning
S00341,19,0.378,0.848,95.1,91.9,30.0,Medium,Average,2,Data Structures,Recursion,Algorithms,1.0,8.0,Deep Learning
S00342,16,0.097,0.262,31.4,19.4,10.5,Medium,Average,2,File I/O,Error Handling,OOP,0.614,9.9,Deep Learning
S00343,20,0.798,0.581,60.2,61.5,5.2,Medium,Average,1,Recursion,Algorithms,Complexity Analysis,0.306,13.3,Deep Learning
S00344,29,0.78,0.862,88.9,79.3,30.0,Medium,Fast,1,Neural Networks,Deep Learning,Deep Learning,0.992,7.5,Deep Learning
S00345,31,0.608,0.8,87.5,86.8,17.6,Hard,Slow,1,Pandas,Data Visualization,Statistics,0.759,7.2,Deep Learning
S00346,25,0.612,0.659,68.6,69.5,7.6,Medium,Slow,5,Strings,Lists & Collections,Dictionaries,0.541,12.4,Deep Learning
S00347,30,0.127,0.505,42.2,63.4,15.5,Easy,Average,4,Dictionaries,File I/O,Error Handling,0.732,7.4,Deep Learning
S00348,20,0.576,0.642,65.2,81.5,13.3,Hard,Fast,1,File I/O,Error Handling,OOP,0.548,6.6,Deep Learning
S00349,35,0.282,0.601,57.9,57.8,12.4,Easy,Slow,4,Functions,Strings,Lists & Collections,0.717,10.1,Deep Learning
S00350,19,0.136,0.243,13.0,16.8,2.5,Easy,Slow,3,Data Types,Operators,Conditionals,0.361,9.8,Deep Learning
S00351,26,0.419,0.596,52.0,64.1,12.2,Medium,Slow,2,Error Handling,OOP,Data Structures,0.66,13.0,Deep Learning
S00352,20,0.802,0.777,77.4,84.2,14.0,Easy,Average,4,Pandas,Data Visualization,Statistics,0.63,7.1,Deep Learning
S00353,24,0.79,0.536,57.0,53.6,3.0,Medium,Slow,4,Lists & Collections,Dictionaries,File I/O,0.327,17.3,Deep Learning
S00354,23,0.818,0.791,74.0,84.2,17.0,Easy,Average,1,NumPy,Pandas,Data Visualization,0.584,10.4,Deep Learning
S00355,27,0.564,0.588,56.7,54.5,6.7,Medium,Average,3,File I/O,Error Handling,OOP,0.505,8.7,Deep Learning
S00356,25,0.142,0.443,49.9,61.5,3.3,Medium,Average,3,Variables,Data Types,Operators,0.245,6.0,Deep Learning
S00357,19,0.367,0.543,38.7,44.5,12.6,Easy,Average,2,Lists & Collections,Dictionaries,File I/O,0.533,9.1,Deep Learning
S00358,18,0.269,0.425,39.7,38.9,9.9,Medium,Slow,3,Lists & Collections,Dictionaries,File I/O,0.58,14.1,Deep Learning
S00359,28,0.152,0.506,45.6,56.1,13.1,Medium,Average,3,Lists & Collections,Dictionaries,File I/O,0.672,8.1,Deep Learning
S00360,26,0.566,0.407,52.4,56.1,2.6,Hard,Slow,1,Lists & Collections,Dictionaries,File I/O,0.294,17.5,Deep Learning
S00361,17,0.429,0.586,76.0,62.6,6.6,Medium,Slow,2,File I/O,Error Handling,OOP,0.386,13.8,Deep Learning
S00362,27,0.622,0.634,66.2,59.1,13.3,Hard,Slow,3,Data Structures,Recursion,Algorithms,0.627,15.4,Deep Learning
S00363,26,0.649,0.602,66.8,63.8,8.4,Easy,Fast,5,Dictionaries,File I/O,Error Handling,0.54,6.7,Deep Learning
S00364,22,0.295,0.657,66.4,67.8,17.5,Hard,Average,5,File I/O,Error Handling,OOP,0.813,8.3,Deep Learning
S00365,19,0.184,0.479,36.1,43.5,6.9,Medium,Slow,2,Operators,Conditionals,Loops,0.491,11.0,Deep Learning
S00366,16,0.829,0.684,65.5,51.6,7.4,Medium,Slow,4,NumPy,Pandas,Data Visualization,0.562,14.8,Deep Learning
S00367,30,0.225,0.355,35.5,37.0,2.1,Hard,Average,2,Variables,Data Types,Operators,0.172,8.8,Deep Learning
S00368,22,0.451,0.525,50.4,49.5,6.5,Medium,Fast,1,Loops,Functions,Strings,0.368,3.6,Deep Learning
S00369,26,0.512,0.512,45.0,67.5,5.6,Hard,Average,1,Lists & Collections,Dictionaries,File I/O,0.316,11.3,Deep Learning
S00370,32,0.463,0.482,41.2,50.2,4.6,Medium,Average,1,Loops,Functions,Strings,0.387,9.0,Deep Learning
S00371,25,0.081,0.432,43.3,71.8,6.2,Easy,Fast,5,Operators,Conditionals,Loops,0.516,5.3,Deep Learning
S00372,16,0.508,0.61,65.7,45.0,7.6,Medium,Slow,3,Strings,Lists & Collections,Dictionaries,0.534,11.0,Deep Learning
S00373,30,0.413,0.467,54.7,38.8,1.3,Easy,Slow,3,Strings,Lists & Collections,Dictionaries,0.322,11.5,Deep Learning
S00374,22,0.193,0.506,49.9,51.9,4.7,Easy,Slow,1,Loops,Functions,Strings,0.421,12.1,Deep Learning
S00375,23,0.524,0.499,49.5,65.9,8.4,Medium,Fast,4,Dictionaries,File I/O,Error Handling,0.585,4.6,Deep Learning
S00376,19,0.604,0.765,71.0,80.2,15.5,Easy,Slow,5,Complexity Analysis,NumPy,Pandas,0.706,8.5,Deep Learning
S00377,28,0.63,0.609,66.3,57.2,6.7,Medium,Average,4,Dictionaries,File I/O,Error Handling,0.519,8.7,Deep Learning
S00378,26,0.676,0.459,42.1,35.9,6.4,Easy,Average,4,Data Structures,Recursion,Algorithms,0.381,13.4,Deep Learning
S00379,19,0.244,0.575,62.6,66.1,7.3,Easy,Average,5,Functions,Strings,Lists & Collections,0.612,7.4,Deep Learning
S00380,23,0.463,0.564,64.8,67.3,3.7,Medium,Average,3,Strings,Lists & Collections,Dictionaries,0.309,10.0,Deep Learning
S00381,20,0.055,0.791,75.6,73.2,24.8,Medium,Slow,1,Strings,Lists & Collections,Dictionaries,1.0,8.3,Deep Learning
S00382,30,0.326,0.746,86.6,92.6,19.6,Easy,Fast,4,Algorithms,Complexity Analysis,NumPy,0.825,5.9,Deep Learning
S00383,22,0.423,0.621,60.4,62.5,7.8,Hard,Average,3,Lists & Collections,Dictionaries,File I/O,0.405,11.5,Deep Learning
S00384,32,0.562,0.53,51.3,68.3,10.7,Hard,Average,2,OOP,Data Structures,Recursion,0.704,7.4,Deep Learning
S00385,16,0.139,0.354,27.5,42.3,8.4,Hard,Average,4,Conditionals,Loops,Functions,0.444,8.7,Deep Learning
S00386,16,0.644,0.228,27.6,6.5,1.3,Easy,Slow,4,Lists & Collections,Dictionaries,File I/O,0.301,16.5,Deep Learning
S00387,24,0.444,0.37,36.4,38.1,5.4,Hard,Slow,1,Lists & Collections,Dictionaries,File I/O,0.406,15.3,Deep Learning
S00388,25,0.208,0.581,56.6,64.4,5.5,Medium,Average,2,Data Types,Operators,Conditionals,0.199,8.9,Deep Learning
S00389,23,0.366,0.679,69.3,55.4,13.7,Easy,Average,4,Data Structures,Recursion,Algorithms,0.601,10.1,Deep Learning
S00390,29,0.413,0.458,46.2,38.0,2.1,Medium,Slow,1,Loops,Functions,Strings,0.212,16.6,Deep Learning
S00391,16,0.579,0.587,43.3,61.8,6.7,Hard,Average,3,Dictionaries,File I/O,Error Handling,0.498,11.5,Deep Learning
S00392,26,0.372,0.318,37.2,31.3,3.9,Medium,Slow,2,Functions,Strings,Lists & Collections,0.383,11.0,Deep Learning
S00393,28,0.416,0.702,68.6,80.1,24.5,Medium,Average,3,NumPy,Pandas,Data Visualization,0.988,4.7,Deep Learning
S00394,24,0.422,0.596,61.6,60.3,12.1,Medium,Average,1,OOP,Data Structures,Recursion,0.432,15.3,Deep Learning
S00395,18,0.794,0.763,71.5,78.3,9.6,Medium,Slow,4,Data Structures,Recursion,Algorithms,0.497,15.4,Deep Learning
S00396,20,0.336,0.753,77.4,76.8,14.4,Hard,Slow,3,Error Handling,OOP,Data Structures,0.634,15.0,Deep Learning
S00397,31,0.278,0.423,56.3,51.3,4.3,Hard,Slow,1,Variables,Data Types,Operators,0.241,10.1,Deep Learning
S00398,22,0.103,0.352,40.4,35.0,9.9,Easy,Average,5,Operators,Conditionals,Loops,0.567,3.7,Deep Learning
S00399,23,0.568,0.571,52.6,49.9,7.2,Hard,Average,4,Recursion,Algorithms,Complexity Analysis,0.454,11.6,Deep Learning
S00400,34,0.741,0.902,94.1,96.3,14.3,Medium,Average,2,Complexity Analysis,NumPy,Pandas,0.55,8.7,Deep Learning
S00401,36,0.648,0.671,59.5,67.4,21.3,Easy,Average,1,Pandas,Data Visualization,Statistics,0.846,3.8,Deep Learning
S00402,21,0.522,0.751,71.9,73.9,21.3,Medium,Fast,5,Algorithms,Complexity Analysis,NumPy,0.98,6.0,Deep Learning
S00403,19,0.548,0.511,46.7,62.0,6.5,Hard,Average,4,Strings,Lists & Collections,Dictionaries,0.422,8.3,Deep Learning
S00404,28,0.434,0.462,44.2,46.0,4.3,Medium,Fast,3,Loops,Functions,Strings,0.421,4.6,Deep Learning
S00405,23,0.401,0.597,59.5,55.4,6.6,Easy,Average,3,Loops,Functions,Strings,0.532,9.4,Deep Learning
S00406,31,0.103,0.508,42.7,50.9,6.1,Hard,Average,5,Data Types,Operators,Conditionals,0.294,5.4,Deep Learning
S00407,20,0.576,0.318,35.5,59.7,2.8,Medium,Slow,5,Strings,Lists & Collections,Dictionaries,0.376,11.7,Deep Learning
S00408,28,0.338,0.39,33.0,34.1,2.8,Medium,Average,3,Functions,Strings,Lists & Collections,0.405,8.3,Deep Learning
S00409,20,0.346,0.693,84.0,53.4,14.2,Medium,Average,4,File I/O,Error Handling,OOP,0.714,9.4,Deep Learning
S00410,16,0.473,0.827,73.1,80.5,21.8,Medium,Average,2,Data Structures,Recursion,Algorithms,0.883,7.2,Deep Learning
S00411,25,0.791,0.451,47.8,32.8,8.9,Easy,Average,2,Recursion,Algorithms,Complexity Analysis,0.457,12.0,Deep Learning
